Maturity Date,EURUSD,EURSEK,EURJPY,EURCHF,EURMXN,EURGBP,EURCAD,EURNOK,EURAUD,EURNZD,EURZAR,EURSGD,EURTHB,EURDKK,EURSAR,EURPLN,EURHKD,EURCNY,EURBRL,EURHUF,EURINR,EURPKR,EURRUB,EURTRY,EURARS,EURCLP,EURCOP,EURCZK,EUREGP,EURJOD,EURKRW,EURKZT,EURPEN,EURUAH,EURUYU,EURAED,EURHRK,EURBYR,EURIDR,EURKES,EURMYR,EURNGN,EURPHP,EURTTD,EURTWD,EURVND,EUREUR
23/02/2018,1.22925,10.00289895,131.6219438,1.15027069,22.91014688,0.88203638,1.56372893,9.67954474,1.57203146,1.68552036,14.37128468,1.62758846,38.75210625,7.44722674,4.61005628,4.18356799,9.6166686,7.79559619,3.99530835,312.9793425,79.74759375,136.2199534,69.5140875,4.66125454,24.5186205,727.9925813,"3,514.73",25.34590575,21.7454325,0.87184556,"1,327.61",393.11415,3.9916206,33.25735875,35.05206375,4.51491233,7.44206389,"24,707.93","16,819.21",125.1991125,4.81558688,376.0312628,63.8349525,8.2728525,36.00165938,"27,951.92",1
26/02/2018,1.2326,10.0419922,131.290389,1.15013906,22.86559282,0.87892185,1.55572609,9.64423218,1.56451101,1.68112384,14.1940053,1.6233342,38.623521,7.44712268,4.62255815,4.17167307,9.64367751,7.7764734,3.99103554,313.068074,79.7399755,136.5911853,68.970133,4.65700932,24.6100916,727.8503,"3,506.75",25.3564309,21.773879,0.8739134,"1,323.04",393.1994,4.0071826,33.237059,35.122937,4.52746306,7.43849448,"24,775.26","16,828.07",125.47868,4.8163845,388.1549845,63.934962,8.295398,36.0313632,"28,033.02",1
27/02/2018,1.233,10.0467306,131.74605,1.15501275,23.03422785,0.88266877,1.563444,9.6378678,1.57080069,1.69159007,14.2611246,1.6243542,38.61756,7.446087,4.6241199,4.17154725,9.64902645,7.7699961,3.975192,313.66287,79.9692975,136.6355115,68.5147275,4.6699875,24.870843,724.67109,"3,501.72",25.366509,21.79944,0.8748135,"1,320.53",392.987925,4.0039209,33.291,35.072685,4.52874735,7.45182045,"24,783.30","16,861.28",125.33445,4.82103,388.2809475,64.1930625,8.29809,36.049221,"28,051.37",1
28/02/2018,1.2233,10.06078619,130.9236825,1.14953501,23.0163895,0.87962896,1.56178711,9.6359341,1.56712785,1.68905765,14.34490512,1.61995503,38.460552,7.4462271,4.58774199,4.17126951,9.5772157,7.74043075,3.97768228,314.106741,79.66435425,135.5667177,68.8644502,4.65435067,24.735126,724.68292,"3,497.72",25.4336303,21.5606625,0.86793135,"1,323.98",391.627262,3.97792694,32.955702,34.7233705,4.49305857,7.44708341,"24,588.33","16,774.50",124.28728,4.8002292,374.57446,63.623833,8.232809,35.8121075,"27,838.64",1
1/03/2018,1.22095,10.11154162,130.3669363,1.15324832,23.00330847,0.88686715,1.56690618,9.64574919,1.57847447,1.69235567,14.43816108,1.61727037,38.3256205,7.44681824,4.57880669,4.17900661,9.55710822,7.74125033,3.96344789,313.930664,79.57541625,135.3001847,68.83777148,4.6446159,24.55940925,726.367574,"3,499.11",25.42139995,21.55739844,0.86626403,"1,324.55",392.5964725,3.98798899,32.73977425,34.62003725,4.48467145,7.44974852,"24,541.10","16,817.98",123.7432825,4.79467065,373.1833675,63.5260285,8.2169935,35.77749785,"27,777.22",1
2/03/2018,1.22595,10.11531345,129.8832728,1.15263819,23.10719598,0.88982036,1.5740585,9.62113301,1.58013791,1.68747419,14.5666766,1.62027682,38.58677625,7.44740106,4.59755769,4.18999061,9.59839163,7.78465991,3.98617643,313.622529,79.9687185,135.8542622,69.535884,4.66982744,24.7004406,730.4823075,"3,535.03",25.4286549,21.625758,0.86981153,"1,324.04",395.4363023,3.99806814,32.6960865,34.76181225,4.50303695,7.44660419,"24,641.60","16,866.01",124.188735,4.79714235,374.65032,63.60535088,8.2506435,35.91175335,"27,903.85",1
5/03/2018,1.2295,10.1701781,129.6692175,1.15148823,23.22138208,0.89162044,1.58617795,9.59391145,1.58768079,1.7040887,14.74877463,1.62361623,38.65548,7.4456061,4.6108709,4.19277943,9.62913663,7.79029643,3.9993176,313.633155,80.0097125,136.2476573,70.08457375,4.69828835,24.90967,736.163125,"3,524.98",25.396552,21.651495,0.87233025,"1,330.10",395.0690875,4.00386675,32.7969125,34.9239475,4.51589203,7.44007335,"24,712.95","16,917.92",124.609825,4.79812375,376.34995,63.89650025,8.274535,36.014514,"27,991.41",1
6/03/2018,1.23435,10.18912723,131.186718,1.16022728,23.18541323,0.89222596,1.60305035,9.64953113,1.58871227,1.70584577,14.60186676,1.6279225,38.7462465,7.44893195,4.62930624,4.19154401,9.66903386,7.82874144,4.00250331,314.240823,80.21423475,136.7727689,69.7062132,4.69954076,24.9363387,738.5733225,"3,523.94",25.41896955,21.74307525,0.87515415,"1,327.89",394.0970963,4.01243983,32.65472925,35.11108575,4.53389099,7.43177448,"24,810.44","17,006.26",125.1013725,4.82075393,389.1288375,64.210887,8.3071755,36.1392993,"28,106.77",1
7/03/2018,1.2422,10.20852382,131.232219,1.16431406,23.40286167,0.89382983,1.60604038,9.67263874,1.59205383,1.70421183,14.6542334,1.63467309,38.930548,7.44984606,4.65874688,4.18776675,9.73145691,7.85051767,3.9868409,313.195886,80.711945,137.6425921,70.63993896,4.71433533,25.210449,745.56844,"3,544.31",25.3855992,21.893775,0.8813409,"1,327.86",397.584743,4.0390133,32.66986,35.272269,4.56272482,7.42872866,"24,968.22","17,094.54",125.83486,4.8483066,380.23742,64.5944,8.360006,36.328139,"28,271.85",1
8/03/2018,1.23955,10.21327223,131.4394029,1.16951543,23.1608678,0.89237248,1.59808984,9.67939804,1.58419068,1.70150995,14.72151558,1.62926452,38.8103105,7.45081109,4.64880832,4.21453198,9.71082063,7.84573172,4.02159602,312.3789955,80.49947587,137.361353,70.46531862,4.71735544,25.25583125,747.820515,"3,553.17",25.41883208,21.86101369,0.87946073,"1,327.58",397.771595,4.03324779,32.36155163,35.11025375,4.5527432,7.43004863,"24,914.96","17,074.18",125.6283925,4.84292185,378.7445025,64.481391,8.3421715,36.28038895,"28,208.44",1
9/03/2018,1.23125,10.17763563,131.374375,1.17171906,22.93461688,0.89230713,1.58782,9.61938687,1.58075491,1.69220726,14.669605,1.62235656,38.63046875,7.4480775,4.61768,4.20237938,9.65435438,7.80698688,4.0232325,311.7894375,80.16976563,136.4415844,70.11353125,4.70251313,25.03746875,746.3960625,"3,541.08",25.41115313,21.69000781,0.87357188,"1,316.48",395.108125,4.0114125,32.14485938,34.87515625,4.52250438,7.43810438,"24,748.13","16,971.55",124.5409375,4.81726563,376.885625,64.12657813,8.2863125,36.07685625,"28,023.87",1
12/03/2018,1.23215,10.13911592,131.4272798,1.17048089,22.92525969,0.88912541,1.57838415,9.561484,1.564933,1.68453073,14.57091304,1.61990761,38.5786165,7.44994855,4.62099375,4.19121983,9.65943992,7.79501215,4.0110179,311.5737705,80.10823225,136.5413183,69.8259405,4.69652455,24.92023375,742.0623375,"3,532.94",25.47654948,21.7228045,0.87421043,"1,313.11",395.0580938,4.01471435,32.16835613,34.92529175,4.52581017,7.43608686,"24,766.22","16,971.63",124.570365,4.81585828,388.0132761,64.14880938,8.2923695,36.101995,"28,041.89",1
13/03/2018,1.23305,10.16193497,131.7267315,1.16930132,22.89650545,0.88766108,1.58335951,9.55959004,1.56567837,1.6846096,14.57477431,1.61924126,38.5328125,7.44823853,4.62430742,4.20389902,9.66705035,7.8052065,4.02159258,311.8013535,80.12975425,136.6410523,70.11430562,4.73552853,24.8952795,744.5772425,"3,509.26",25.450152,21.74483675,0.87484898,"1,315.07",396.5180538,4.01296123,31.935995,34.97546325,4.528931,7.44250484,"24,784.31","16,963.69",125.0929225,4.81690983,388.4724025,64.17408725,8.2984265,36.0889074,"28,067.30",1
14/03/2018,1.2397,10.17508569,132.077638,1.16996688,23.03313012,0.88736981,1.60491562,9.58362482,1.57392243,1.69011588,14.59114503,1.62456487,38.5844228,7.44848951,4.64943287,4.21262457,9.72042572,7.82666,4.041422,311.8527335,80.57120225,137.3779754,70.65416012,4.78573788,25.0456591,747.613482,"3,536.22",25.48637245,21.94269,0.8789473,"1,319.12",399.369355,4.0451411,32.1020315,35.1764875,4.55354207,7.44198108,"24,917.97","17,031.62",125.58161,4.83421015,390.3908278,64.51088875,8.42438135,36.261225,"28,223.63",1
15/03/2018,1.23645,10.12479447,131.1440693,1.16869254,22.97744493,0.8847585,1.60231556,9.5591186,1.57219149,1.68937013,14.58504056,1.62086231,38.57724,7.44961125,4.63712026,4.20238444,9.69593179,7.80373053,4.03070336,311.239194,80.26415175,137.017825,70.56587071,4.80583386,25.00905593,743.60103,"3,513.99",25.446141,21.7986135,0.87726128,"1,316.65",398.2432347,4.0209354,32.2589805,35.01008175,4.54154267,7.44318171,"24,852.65","16,997.48",125.1905625,4.84379287,389.3673784,64.37515103,8.4202245,36.079611,"28,150.88",1
16/03/2018,1.23145,10.07436931,130.4536558,1.17037008,23.05151255,0.88329807,1.60845842,9.498297,1.57969341,1.69890322,14.66041225,1.617448,38.4335545,7.44904105,4.61830694,4.21593065,9.65832392,7.78615049,4.04592898,311.187415,79.8841615,136.4637475,70.77266295,4.80006896,25.01690675,745.76612,"3,504.09",25.40789213,21.69199175,0.87371378,"1,313.46",397.388915,4.0169899,32.411764,34.86850675,4.52311585,7.44349952,"24,752.15","16,938.59",124.745885,4.82666828,376.8237,64.010771,8.35600398,35.81426035,"28,033.34",1
19/03/2018,1.22675,10.07131081,129.7226788,1.16989014,22.99653283,0.88090622,1.60882129,9.49038335,1.59411344,1.70263706,14.77356624,1.61691784,38.29790825,7.44845798,4.60055785,4.21775051,9.62244299,7.7643461,4.02202255,310.882985,79.80315438,135.9429146,70.636265,4.82910138,24.76194875,746.4405725,"3,504.21",25.43420775,21.6030675,0.8705018,"1,313.30",392.9586938,4.0114725,32.3862,34.83356625,4.50591409,7.43251022,"24,657.68","16,884.99",124.269775,4.80456638,375.4468375,63.8768725,8.2560275,35.76834975,"27,930.03",1
20/03/2018,1.2339,10.08207351,131.0957055,1.17448772,23.09762088,0.87887745,1.61363273,9.52027884,1.60298798,1.70959474,14.80408542,1.62307206,38.4915105,7.44856074,4.62724839,4.22320784,9.6787116,7.80429411,4.05416353,311.2574445,80.462619,138.1968,71.1898605,4.85225006,24.9186105,751.852287,"3,528.95",25.42142475,21.71664,0.8748351,"1,318.94",395.2736955,4.03546995,32.5564515,35.0489295,4.53199131,7.43578987,"24,801.39","16,981.55",124.932375,4.83256935,377.5734,64.33246125,8.304147,35.9940969,"28,101.46",1
21/03/2018,1.2272,10.06776472,130.580216,1.17185328,22.8532252,0.87550831,1.59683264,9.4825744,1.59314553,1.7077651,14.66430368,1.61720416,38.325456,7.44885856,4.60175456,4.22874712,9.62854984,7.76731696,4.0644864,311.395864,80.031848,140.7696576,70.53736976,4.82050296,24.8495728,748.567456,"3,520.81",25.4239024,21.635536,0.8710052,"1,314.68",393.9440856,4.0058876,32.318312,34.956792,4.50756696,7.4399,"24,666.72","16,890.57",124.13128,4.8173736,374.84824,63.924848,8.259056,35.8231952,"27,948.25",1
22/03/2018,1.2355,10.1103436,130.7714975,1.17180998,22.804859,0.87311402,1.59360968,9.5007479,1.59511975,1.70802516,14.61096123,1.6227057,38.559955,7.4493237,4.633125,4.23152573,9.69490673,7.8031709,4.045027,311.49426,80.37854125,142.895459,70.41052725,4.82987837,25.0374075,746.427325,"3,527.04",25.411764,21.781865,0.877205,"1,324.01",396.6084728,4.0166105,32.49365,35.1685075,4.53805327,7.44135473,"24,833.55","16,985.04",124.90905,4.8320405,378.063,64.44368,8.3952225,36.00679425,"28,163.22",1
23/03/2018,1.2345,10.16869995,129.4681875,1.16641733,22.9989819,0.87435371,1.59238155,9.55311653,1.59930043,1.70676068,14.60376465,1.62392303,38.56578,7.4482323,4.629375,4.22205173,9.6895905,7.8074718,4.09298475,312.3365243,80.39989875,142.779801,70.58068575,4.89121245,24.9578865,751.90926,"3,530.67",25.413417,21.75867975,0.87655673,"1,335.88",396.2874623,3.99545925,32.430315,35.1770775,4.53444195,7.44471398,"24,813.45","17,026.84",124.869675,4.83491925,388.7533088,64.601385,8.308185,36.0140685,"28,150.30",1
26/03/2018,1.2363,10.1834031,129.8671335,1.17176514,22.85696166,0.87349419,1.59142718,9.58355034,1.6008028,1.70055021,14.41074551,1.6215929,38.535471,7.4487075,4.63624863,4.22486981,9.70279148,7.80111482,4.09716001,312.858078,80.2420515,142.9879854,70.59087555,4.90539114,24.9522429,752.140194,"3,516.04",25.4133828,21.795969,0.87715485,"1,338.11",394.5218745,3.98521305,32.4714195,35.1789165,4.54080627,7.43819895,"24,849.63","17,026.94",124.74267,4.82713335,377.627835,64.6646715,8.4167304,35.9985834,"28,201.24",1
27/03/2018,1.24515,10.18906245,131.5002915,1.17598192,22.82061114,0.87458734,1.59815003,9.55652625,1.60965678,1.70837621,14.50039433,1.62685073,38.7615195,7.44300864,4.66943702,4.21975109,9.77125237,7.78144041,4.12343874,313.0618388,80.70439725,144.1672025,71.18572356,4.93589912,25.10844975,752.8208029,"3,483.93",25.45771433,21.964446,0.88374521,"1,332.87",397.1966243,4.00564755,32.71942912,35.30622825,4.57356047,7.44219929,"25,027.52","17,077.85",125.6985151,4.82308853,380.26881,64.99745258,8.49416427,36.1716075,"28,408.72",1
28/03/2018,1.24035,10.21676295,131.0367758,1.1758518,22.81723053,0.87360896,1.59775685,9.58219989,1.61241469,1.70612105,14.45249618,1.62262587,38.723727,7.44991421,4.65143654,4.21030606,9.73222022,7.77786274,4.12552814,312.8782875,80.63825437,143.5680318,71.28936432,4.93851554,24.99925425,752.371503,"3,454.03",25.4817504,21.879774,0.88033841,"1,325.98",396.0251498,4.00198928,32.61810413,35.10810675,4.55555748,7.44054956,"24,931.04","17,049.23",125.2139527,4.78651065,378.80289,64.8082875,8.46935787,36.17046652,"28,303.55",1
29/03/2018,1.23315,10.28373111,131.3736353,1.17882974,22.57367396,0.87522623,1.59175002,9.68700983,1.60712889,1.71175736,14.49857615,1.61770783,38.5112745,7.45266534,4.6243125,4.20467156,9.6777612,7.74812808,4.09504452,312.4678785,80.352054,142.7469777,71.0491704,4.93512796,24.84180675,745.31586,"3,444.25",25.46084805,21.752766,0.8755365,"1,313.62",393.4303418,3.98073151,32.62298325,35.00296275,4.52948326,7.44249185,"24,786.32","16,971.84",124.326183,4.77105735,376.60401,64.46599913,8.40823327,35.9635866,"28,127.53",1
3/04/2018,1.23085,10.31587694,130.4393288,1.17595409,22.42140977,0.87533336,1.5861964,9.70365214,1.60110569,1.70147913,14.56114013,1.61235196,38.40867425,7.44873495,4.61599521,4.21141482,9.66075702,7.72629162,4.07509818,312.709751,80.06063825,142.5115056,70.67749945,4.89453657,24.7819339,745.353526,"3,456.23",25.35427915,21.6998855,0.87328808,"1,300.46",394.1120158,3.9715837,32.174419,34.92536875,4.52097359,7.44110368,"24,740.09","16,944.50",124.3773925,4.75969695,375.90159,64.05035688,8.2836205,35.87066155,"28,075.69",1
4/04/2018,1.2271,10.29708694,130.7659115,1.17586858,22.38150639,0.87198437,1.56952226,9.61690541,1.59456825,1.68476694,14.52831181,1.61075282,38.310062,7.44996952,4.60199313,4.19551625,9.63132383,7.72220166,4.0997411,311.904278,79.77683875,142.0773193,70.60070766,4.90300076,24.7542883,739.634525,"3,415.82",25.32427625,21.59696,0.87087287,"1,300.46",392.1136695,3.9561704,32.3034075,34.7698785,4.50719966,7.43303554,"24,664.71","16,884.28",124.05981,4.74458215,374.75634,63.87116855,8.258383,35.79512055,"27,996.90",1
5/04/2018,1.22725,10.31221358,131.1746163,1.18000088,22.24145175,0.87252497,1.56738234,9.60261763,1.59590377,1.68462594,14.61347938,1.6121156,38.314745,7.44977567,4.60249431,4.20474259,9.6329307,7.71357306,4.0857607,311.2858263,79.84795312,142.0946868,70.55337525,4.9247088,24.7536325,739.7985725,"3,427.71",25.31694025,21.7100525,0.87073387,"1,300.51",392.2904625,3.95628583,32.24599375,34.73731125,4.50775061,7.43504867,"24,667.73","16,893.71",124.0136125,4.74577575,374.7407875,63.9765425,8.2593925,35.83754087,"27,998.48",1
6/04/2018,1.2229,10.32078684,131.2599715,1.17789728,22.3081418,0.87421811,1.56213246,9.60453431,1.59356268,1.68455128,14.72383829,1.61190449,38.166709,7.44709413,4.58630302,4.19497502,9.59835866,7.71784419,4.09035592,311.240279,79.512958,141.6582902,70.62320874,4.96436255,24.6891281,738.484852,"3,411.47",25.3274819,21.6269865,0.86789213,"1,306.97",390.973359,3.94470853,31.819858,34.6386425,4.49183399,7.43284735,"24,580.29","16,848.50",123.5129,4.73445735,373.412515,63.70636405,8.230117,35.8150723,"27,885.18",1
9/04/2018,1.2277,10.29242295,131.4191465,1.17822369,22.45432608,0.87107989,1.56814121,9.60368325,1.59680042,1.68212646,14.73626726,1.61227703,38.377902,7.44685989,4.60424331,4.20063694,9.63658561,7.73058136,4.1361213,312.339157,79.7206995,142.2143126,71.35349431,4.96788805,24.77068905,742.451575,"3,428.97",25.3753313,21.7118745,0.87105315,"1,310.88",392.581629,3.97461737,31.932477,34.7009405,4.50946487,7.42451575,"24,676.77","16,901.13",123.9977,4.7426051,374.878195,63.88643875,8.262421,35.8881264,"27,982.35",1
10/04/2018,1.23085,10.29372164,131.9040403,1.17841579,22.51729299,0.87075095,1.56268716,9.61613871,1.59230272,1.67873704,14.83020394,1.61364435,38.451754,7.44701176,4.61593367,4.19215202,9.66149553,7.74758533,4.21258413,311.1219545,79.9190905,142.5545853,74.29533685,4.99958962,24.8508615,743.7411125,"3,418.42",25.33889353,21.7491195,0.87328808,"1,313.19",400.4016593,3.98487688,32.0144085,34.86382625,4.52091205,7.43150305,"24,740.09","16,924.80",124.31585,4.75785068,375.8400475,64.0042,8.2836205,35.965437,"28,054.15",1
11/04/2018,1.23645,10.26649164,132.4176128,1.18247896,22.56867456,0.8716602,1.5584834,9.63924056,1.59593417,1.68213047,14.89996437,1.61826576,38.56363905,7.44689106,4.63674932,4.18890713,9.70582339,7.76045478,4.21505805,311.362839,80.49907725,143.2155306,78.16571063,5.10480747,24.91261283,742.2780285,"3,426.52",25.32125955,21.860436,0.87695216,"1,319.79",409.462782,4.00547978,32.098242,34.98535275,4.54154267,7.42784973,"24,852.65","17,000.57",124.88145,4.78567973,377.5500075,64.17855548,8.3213085,36.09815775,"28,179.31",1
12/04/2018,1.23585,10.31613429,132.1185443,1.18585987,22.53955589,0.87148297,1.55605874,9.59946487,1.59464516,1.67709323,14.80406177,1.61859275,38.533803,7.4456255,4.63474646,4.18607112,9.70136071,7.7553295,4.17025224,311.508351,80.73190125,143.1460338,77.2925307,5.12754165,24.91288223,738.642828,"3,363.37",25.33430708,21.849828,0.87683558,"1,321.90",407.9726228,3.99550305,32.033232,34.93130025,4.53915347,7.42523397,"24,840.59","17,019.51",124.82085,4.79077253,377.305005,64.29509625,8.3172705,36.17147573,"28,163.17",1
13/04/2018,1.23215,10.38517628,132.5238933,1.18680688,22.38508513,0.86618629,1.55078399,9.58230734,1.58435129,1.67025891,14.83662619,1.61559508,38.4307585,7.44699139,4.62080893,4.17914476,9.67225429,7.74899135,4.20471188,311.3704658,80.37006412,142.723631,76.15167539,5.05156857,24.8918943,735.322477,"3,336.29",25.30897708,21.6981615,0.87421043,"1,319.51",402.9500145,3.97300607,32.0359,34.82671975,4.52581017,7.42031534,"24,766.22","16,951.30",124.3861586,4.78012593,376.175395,64.04407662,8.2923695,36.16976325,"28,073.92",1
16/04/2018,1.2332,10.44927356,132.192874,1.18781824,22.27134536,0.86528207,1.55531184,9.59404936,1.58702786,1.67668253,14.8862655,1.61937658,38.463508,7.44741812,4.6248083,4.16778438,9.68055834,7.74653078,4.22426494,310.7664,80.719106,142.8452556,77.71355096,5.0616694,24.922972,735.061192,"3,345.67",25.299098,21.82764,0.8743388,"1,324.95",407.78841,3.97540518,32.269761,34.905726,4.5295436,7.41418338,"24,787.32","16,985.48",124.12158,4.7959148,376.49596,64.1640126,8.299436,36.2862934,"28,089.21",1
17/04/2018,1.23875,10.41578163,132.5648313,1.18926194,22.29681869,0.86363161,1.5573565,9.62397263,1.59335005,1.68686594,14.90922338,1.621276,38.6613875,7.44748888,4.64562219,4.15402425,9.72400169,7.77266075,4.235534,310.059125,81.31774375,143.4881288,75.89883188,5.06735463,25.04597656,738.4560375,"3,379.93",25.26678375,21.925875,0.87889313,"1,322.93",406.7621438,3.99187188,32.31589063,35.01326875,4.54999069,7.41348519,"24,898.88","17,058.83",124.6801875,4.81564063,378.2523125,64.57665688,8.3367875,36.41057875,"28,209.43",1
18/04/2018,1.2376,10.39484992,132.82542,1.19694484,22.32296248,0.86521253,1.55553944,9.60464232,1.59310034,1.6865631,14.857388,1.6221842,38.650248,7.44701048,4.641,4.1642146,9.71509812,7.77683088,4.21885464,310.154936,81.285568,143.3549208,76.23603624,5.06747696,24.9667236,738.25934,"3,373.02",25.2785988,21.917896,0.8783866,"1,321.28",405.784288,3.98432944,32.282796,35.017892,4.54558104,7.41421408,"24,875.76","17,040.51",124.19316,4.8161204,377.90116,64.4733908,8.329048,36.3272728,"28,185.10",1
19/04/2018,1.2372,10.39507812,132.943326,1.19897052,22.3537296,0.87120625,1.56190314,9.60524964,1.58503619,1.68797326,14.75818764,1.61961852,38.609919,7.44744912,4.6398093,4.16218824,9.7086177,7.74697524,4.1823546,310.19697,81.4000275,143.3147736,75.1521675,4.9726161,24.8967942,734.98959,"3,355.16",25.2951726,21.799464,0.8777934,"1,312.85",403.0179,3.97939194,32.358966,34.98183,4.5442356,7.41324054,"24,867.72","17,045.52",124.21488,4.8108522,377.77902,64.4080134,8.40009312,36.3031596,"28,182.18",1
20/04/2018,1.23425,10.38510293,132.7991288,1.19993785,22.7857361,0.87750169,1.56360961,9.62505177,1.60053167,1.70547188,14.78378479,1.61921258,38.56722688,7.4474645,4.62874606,4.16466806,9.68559174,7.74794266,4.17694885,310.3274775,81.4605,142.9730515,75.32121708,4.99679941,24.88062863,734.8786213,"3,373.21",25.33112988,21.82154,0.87570038,"1,315.91",402.6061788,3.97187821,32.34352125,34.84904875,4.53352368,7.41105413,"24,808.43","17,054.25",123.67185,4.80308388,376.8782375,64.32972713,8.3800638,36.2844815,"28,106.34",1
23/04/2018,1.22705,10.37765267,132.300531,1.19704863,22.77478423,0.87530763,1.56516363,9.61455028,1.59928315,1.70305344,14.85638517,1.61620891,38.5661815,7.4480708,4.60174426,4.1757125,9.62209663,7.71869667,4.18792165,310.738142,81.2429805,142.1451532,75.10564452,4.9939708,24.77475303,731.7328618,"3,388.01",25.35760178,21.620621,0.87059198,"1,311.66",399.5581563,3.95011936,32.124169,34.64575675,4.50695465,7.41076848,"24,663.71","17,049.25",122.705,4.78242738,374.6797175,64.002928,8.3292154,36.22619715,"27,941.77",1
24/04/2018,1.22165,10.39208789,132.9521695,1.19459045,23.13744018,0.87623727,1.56835427,9.62525819,1.60637738,1.71628266,15.05555352,1.61630403,38.4453255,7.44815572,4.58149291,4.20375873,9.58256152,7.70586279,4.21738013,312.2659565,81.01371975,141.5012762,75.37006325,5.00687144,24.72008775,736.6610583,"3,441.39",25.42375815,21.62931325,0.86645526,"1,316.04",397.891405,3.9504496,31.90338975,34.40777225,4.48724262,7.41614849,"24,555.17","16,977.88",122.1039175,4.77359738,373.6416525,63.867862,8.29976793,36.16939155,"27,815.75",1
25/04/2018,1.2212,10.40926456,133.214602,1.19848568,23.0177882,0.87412763,1.5689367,9.66872888,1.61214521,1.72157609,15.10203086,1.61998286,38.455588,7.44699972,4.57962212,4.21234622,9.5836723,7.70552776,4.24147184,312.676048,81.435722,141.4491536,75.354146,4.9919603,24.741512,731.01032,"3,399.34",25.4418702,21.621346,0.8664414,"1,320.00",399.24081,3.9456972,31.90385,34.40731,4.4854676,7.41646972,"24,546.12","16,971.63",122.24212,4.7742814,372.95448,63.9255458,8.29671068,36.2763566,"27,805.50",1
26/04/2018,1.2212,10.40926456,133.214602,1.19848568,23.0177882,0.87412763,1.5689367,9.66872888,1.61214521,1.72157609,15.10203086,1.61998286,38.455588,7.44699972,4.57962212,4.21234622,9.5836723,7.70552776,4.24147184,312.676048,81.435722,141.4491536,75.354146,4.9919603,24.741512,731.01032,"3,399.34",25.4418702,21.621346,0.8664414,"1,320.00",399.24081,3.9456972,31.90385,34.40731,4.4854676,7.41646972,"24,546.12","16,971.63",122.24212,4.7742814,372.95448,63.9255458,8.29671068,36.2763566,"27,805.50",1
27/04/2018,1.21095,10.49021766,132.3265613,1.19829557,22.7222658,0.86912366,1.55921922,9.67500612,1.60401351,1.71619898,15.0048209,1.6068701,38.26602,7.45000659,4.54130469,4.2262155,9.50305122,7.67173154,4.20877782,312.6309615,80.8066935,140.2679714,75.89568578,4.92699227,24.88381155,730.0514813,"3,411.79",25.47475515,21.42776025,0.85916903,"1,302.32",396.70722,3.91923968,31.72083525,34.37281575,4.44800099,7.42045941,"24,340.10","16,817.07",121.458285,4.746924,369.82413,62.83316813,8.21193633,35.89679633,"27,565.46",1
30/04/2018,1.21315,10.50709215,132.4213883,1.19822826,22.61693742,0.87998694,1.55798789,9.65485427,1.60321131,1.71409396,14.92526314,1.60614994,38.238488,7.4503181,4.54955513,4.20738617,9.52171106,7.65558308,4.19428415,312.8835165,80.723001,140.5167382,75.57305794,4.90197521,24.90536293,735.3751355,"3,404.95",25.47736315,21.4363605,0.86042664,"1,295.16",397.3005593,3.92466156,31.8209245,34.49592025,4.45608192,7.41537937,"24,384.32","16,845.19",121.80026,4.75494142,370.49601,62.76231525,8.2320113,35.90560055,"27,615.54",1
1/05/2018,1.207,10.5707853,132.027695,1.1968612,22.5847805,0.87756289,1.5476154,9.6871406,1.60100809,1.71558525,15.04603955,1.60271495,38.10499,7.4505696,4.52655175,4.2381391,9.47332055,7.6226878,4.2334318,313.84414,80.211185,139.804396,76.0233778,4.90458415,24.7803135,740.32552,"3,388.59",25.599263,21.309585,0.8563665,"1,293.07",395.286465,3.92425875,31.65961,34.357255,4.43349205,7.40922985,"24,260.70","16,792.39",121.4242,4.7332505,368.67815,62.4664745,8.13518,35.774273,"27,475.54",1
2/05/2018,1.1991,10.5988449,131.7151395,1.19436356,22.71179337,0.88195057,1.53922472,9.68944746,1.5990132,1.7108004,15.15944189,1.60283697,38.059434,7.44964857,4.49698473,4.26411951,9.41257527,7.62819456,4.20596316,313.576641,80.00095425,138.9013458,76.442625,4.92020708,24.61932165,736.0495485,"3,364.05",25.6787265,21.188097,0.85076145,"1,291.55",395.7209865,3.89983293,31.452393,34.3122465,4.40447417,7.41091764,"24,101.91","16,724.45",120.197784,4.70946525,366.265095,62.25427425,8.081934,35.7511665,"27,292.72",1
3/05/2018,1.198,10.6611218,131.3607,1.1949451,22.805128,0.88110911,1.5390706,9.7105088,1.59255567,1.70679584,15.1384072,1.5971137,37.959828,7.4496432,4.4927995,4.2689532,9.4033416,7.6225146,4.2543376,314.49896,79.801775,138.773924,76.7517868,4.9905086,25.377234,739.67515,"3,393.69",25.603057,21.15668,0.8496815,"1,289.35",396.1786,3.916262,31.324705,34.29275,4.4004337,7.4125052,"24,079.80","16,736.06",119.9797,4.718323,365.9291,62.137265,8.07452,35.624926,"27,269.48",1
